uniqueIdentifier,investorAlertCategoryMandatory,nameMandatory,addresses,websites,emails,phones,otherInformationGeneral,otherInformationAliases,otherInformationSocialAccount,dateAdded,dateUpdated,otherInformationAccounts,realCompany
1469,Imposter,https://bs-xchange.com,,['https://bs-xchange.com'],['info@bs-xchange.com'],['61348285008'],,,,2023-12-14,2023-12-14,[],"[{'realCompanyName': 'BC Capital Pty Ltd', 'realCompanyACN': '162643478', 'realCompanyAFSL': '435500', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1470,Imposter,https://techberry.online,,['https://techberry.online'],,,,,,2023-12-14,2023-12-14,[],"[{'realCompanyName': 'Techberry Pty Ltd', 'realCompanyACN': '637617353', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1471,Imposter,https://cryptonovapty.pro,,['https://cryptonovapty.pro'],['admin@cryptonova.pro'],,,,,2023-12-14,2023-12-14,[],"[{'realCompanyName': 'Crypto Nova Pty Ltd', 'realCompanyACN': '653541032', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1472,Imposter,https://openmarkets.cfd,,['https://openmarkets.cfd'],['support@openmarkets.cfd'],,,,,2023-12-14,2023-12-14,[],"[{'realCompanyName': 'Openmarkets Australia Limited', 'realCompanyACN': '090 472 012', 'realCompanyAFSL': '246705', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://openmarkets.com.au'}]"
1473,Unlicensed,https://investfundsonline.com,,['https://investfundsonline.com'],['support@investfundsonline.com'],,,,,2023-12-14,2023-12-14,[],[]
1474,Unlicensed,https://jp-ex.io,,['https://jp-ex.io'],['cs@jp-ex.io'],"['61401270597', ' 61491684852']",,,,2023-12-14,2023-12-14,[],[]
1475,Imposter,https://comparerates.kingslane-securities.com.au,['The Forrest Centre 221 Street Georges Tce Perth Australia'],['https://comparerates.kingslane-securities.com.au'],['info@comparerates-kingslane-securities.com.au'],['61863751945'],,['CompareRates Kingslane Securities'],,2023-12-22,2023-12-22,[],"[{'realCompanyName': 'Kingslane Securities Pty Ltd', 'realCompanyACN': '128720918', 'realCompanyAFSL': '343574', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1476,Unlicensed,https://www.gabrielandlevin.com,['Curzon St Mayfair London W1J 5JA United Kingdom'],['https://www.gabrielandlevin.com'],['admin@gabrielandlevin.com'],['442045257738'],,['Gabriel & Levin Financial Associates'],,2023-12-22,2023-12-22,[],[]
1477,Unlicensed,SydneyFX (sydneyfx.io and sydney-fx.io),['327 Archbishop Makariou Limsassol 3106 Cyprus'],"['https://sydneyfx.io', ' https://sydney-fx.io/']",['support@sydneyfx.io'],"['61251193515', ' 442039897867', ' 61251108310', ' 442030317771']",,['Sydney FX'],,2023-12-22,2024-09-03,[],[]
1478,Unlicensed,https://www.aus-capital.com,,['https://www.aus-capital.com'],['info@aus-capital.com'],['61290373855'],,['AUS Capital'],,2023-12-22,2023-12-22,[],[]
1479,Unlicensed,https://everrisebrokers.com,['Av des morgines 12 1213 Lancy Switzerland'],['https://everrisebrokers.com'],['support@everrisebrokers.com'],"['61489927348', '12044102426']",,['Everrise Brokers'],,2023-12-22,2023-12-22,[],[]
1480,Unlicensed,https://www.btccrest.com,['33 25 Canada Square London E14 5LQ United Kingdom'],['https://www.btccrest.com'],,"['442035406154', '442033764207']",,['Btccrest'],,2023-12-22,2023-12-22,[],[]
1481,Unlicensed,https://fxness.net,,['https://fxness.net'],['support@fxness.com'],,,['Fxness'],,2023-12-22,2023-12-22,[],[]
1482,Unlicensed,https://thegreatbit.com,['411 University Street Seattle WA 98101 USA'],['https://thegreatbit.com'],,,,['TheGreatBit'],,2023-12-22,2023-12-22,[],[]
1483,Unlicensed,https://e-secure.io,,['https://e-secure.io'],['support@e-secure.io'],,,['E-Secure'],,2023-12-22,2023-12-22,[],[]
1484,Imposter,https://www.arrexpro.com,['Canton Road Tsim Sha Tsui Hong Kong'],['https://www.arrexpro.com'],['support@arrexpro.com'],['+85257964926'],,['Arrexpro'],,2023-12-22,2023-12-22,[],"[{'realCompanyName': 'Xplore Wealth Pty Limited', 'realCompanyACN': '128316441', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1485,Unlicensed,https://coincallpro.com,,['https://coincallpro.com'],['info@coincallpro.com'],,,['CoinCallPro'],,2023-12-22,2023-12-22,[],[]
1486,Unlicensed,https://polygonmaket.com,,['https://polygonmaket.com'],['support@polygonmaket.com'],,,['Polygon Maket'],,2023-12-22,2023-12-22,[],[]
1487,Unlicensed,https://educationmasters.net,['71-75 Shelton Street Covent Garden London WC2H 9JQ England'],['https://educationmasters.net'],['support@educationmasters.net'],"['61343124306', '441918210076', '6436694782', '']",,['Education Masters'],,2023-12-22,2023-12-22,[],[]
1488,Unlicensed,https://elbitrader.com,,['https://elbitrader.com'],,['442038077822'],,['Elbitrader'],,2023-12-22,2023-12-22,[],[]
1489,Unlicensed,https://www.mxcapitalnetwork.com,['6220 Stoneridge Mall Rd Pleasanton CA 94588-3260 United States'],['https://www.mxcapitalnetwork.com'],"['contact@mxcapitalnetwork.com', 'support@mxcapitalnetwork.com']",,,['MX Capital Network'],,2023-12-22,2023-12-22,[],[]
1490,Unlicensed,https://globalstallionsexchange.com,,['https://globalstallionsexchange.com'],['info@globalstallionsexchange.com'],['19122265182'],,['Global Stallions Exchange'],,2023-12-22,2023-12-22,[],[]
1491,Unlicensed,https://briteexpressexchange.com,['6249 Brookside Blvd Kansas City MO 64113 United States'],['https://briteexpressexchange.com'],['support@briteexpressexchange.com'],,,['Brite Express Exchange'],,2023-12-22,2023-12-22,[],[]
1492,Unlicensed,https://365fx.net,,['https://365fx.net'],['support@365fx.pro'],,,['365FX'],,2023-12-22,2023-12-22,[],[]
1493,Unlicensed,https://intrafund.com,['9 Kingsway London WC2B 6XF United Kingdom'],['https://intrafund.com'],,['+442038073794'],,['intrafund'],,2023-12-22,2023-12-22,[],[]
1494,Unlicensed,https://baccocapital.pro,,['https://baccocapital.pro'],['support@baccocapital.pro'],,,['Bacco Capital'],,2023-12-22,2023-12-22,[],[]
1495,Unlicensed,https://azura-cap.net,['478 George St Sydney NSW 2000 Australia'],['https://azura-cap.net'],['support@azura-cap.net'],"['61895516878', '14388038018', '441216472051']",,['Azura Capital'],,2023-12-22,2023-12-22,[],[]
1496,Imposter,https://www.one-chaincapital.com,,['https://www.one-chaincapital.com'],['support@one-chaincapital.com'],,,['Onechaincapital'],,2023-12-22,2023-12-22,[],"[{'realCompanyName': 'One Chain Capital Pty Ltd', 'realCompanyACN': '168266822', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1497,Unlicensed,https://lyraten.com,,['https://lyraten.com'],['support@lyraten.net'],['+46451288179'],,['Lyraten'],,2023-12-22,2023-12-22,[],[]
1498,Unlicensed,https://lyraten.net,,['https://lyraten.net'],['support@lyraten.net'],['+46451288179'],,['Lyraten'],,2023-12-22,2023-12-22,[],[]
1499,Unlicensed,https://portal.lyraten.me,,['https://portal.lyraten.me'],['support@lyraten.net'],['+46451288179'],,['Lyraten'],,2023-12-22,2023-12-22,[],[]
1500,Unlicensed,https://www.globalfxfoxtrade.com,,['https://www.globalfxfoxtrade.com'],['info@globalfxfoxtrade.com'],,,['GlobalFxFoxTrade'],,2023-12-22,2023-12-22,[],[]
1501,Unlicensed,http://tradesafer.com,"['42 Rue Du Rhone 1204 Geneva Switzerland 1204', ' 30 St Mary Axe London EC3A 8EP United Kingdom']",['http://tradesafer.com'],['support@tradesafergroup.com'],"['61261682434', '441412600042', '']",,"['TradeSafer', ' TradeSafer Ltd', ' Tradesafe LLP']",,2023-12-22,2023-12-22,[],[]
1502,Unlicensed,https://fusiontrade.co,,['https://fusiontrade.co'],['support@fusiontrade.co'],,,['Fusion Trade'],,2023-12-22,2023-12-22,[],[]
1503,Unlicensed,https://qtgl.com,['610 Nathan Road Yau Tsim Mong Kowloon Hong Kong'],['https://qtgl.com'],['info@qtgl.com'],,,['QTG Limited'],,2024-01-12,2024-01-12,[],[]
1504,Imposter,Impersonation of Alara Pty Ltd and Alara Funds Management Pty Ltd,"['70 St Kilda Road, Melbourne']","['www.alarafundsmanagement.com', 'www.alaragroup.au']",,['0404 218 383'],,,,2024-01-15,2024-06-18,[],"[{'realCompanyName': 'Alara Funds Management Pty Ltd', 'realCompanyACN': '614273808', 'realCompanyAFSL': '525624', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://spotlightgroup.com/alara/'}, {'realCompanyName': 'Alara Pty Ltd', 'realCompanyACN': '131765047', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'https://spotlightgroup.com/alara/'}]"
1505,Unlicensed,Quantum AI,,['https://quantum-ai.com.au'],,,,"['QuantumAI', ' Quantum Ai Trading Australia']",,2024-02-01,2024-02-01,[],[]
1506,Unlicensed,Xaindex,,['https://xaindex.ai'],,,,['Xaindex Ai'],,2024-02-01,2024-02-01,[],[]
1507,Unlicensed,Quantum AI,,['https://techcatalystforward.com/index.html?source=%7B%7Bsource%7D%7D&ad_id=120205368801870454&adset_id=120205368801860454&city=%7B%7Bcity%7D%7D&campaign_id=120205361292030454&campaign_name=AUS+5.01.24&placement=Facebook_Instream_Video&domain=%7B%7Bdomain%25'],,,,"['QuantumAI', ' Quantum AI']",,2024-02-01,2024-02-01,[],[]
1508,Unlicensed,McGibbs Investment Consultant (mcgibbsconsulting.com),"['614 St Kilda Road Melbourne Vic 3004', ' 205 Homer Street Earlwood NSW 2206']",['https://mcgibbsconsulting.com'],['info@mcgibbsconsulting.com'],['61480002180'],,['McGibbs Consultants'],,2024-02-05,2024-02-05,[],[]
1509,Imposter,Impersonation of Kingslane Securities Pty Ltd (kingslane-securities.com.au),"['The Forrest Centre 221 St Georges Terrace Perth WA 6000', ' 513 Hay Street Subiaco WA 6008 Australia']",['https://kingslane-securities.com.au'],['info@kingslane-securities.com.au'],['61863751945'],,['Kingslane Securities'],,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'Kingslane Securities Pty Ltd', 'realCompanyACN': '128720918', 'realCompanyAFSL': '343574', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1510,Unlicensed,Ascend Traders (ascendtraders.com),,['https://www.ascendtraders.com'],['support@ascendtraders.com'],,,['Ascend-Traders'],,2024-02-05,2024-02-05,[],[]
1511,Unlicensed,Octaloptions (octaloption.com),,['https://www.octaloption.com'],['info@octaloption.com'],,,['Octal Options'],,2024-02-05,2024-02-05,[],[]
1512,Unlicensed,TIGcap (tigcap.com),['Rue du Rhône 78 1204 Genève Switzerland'],"['https://tigcap.com', ' https://www.tigcap.com']","['support@tigcap.com', 'info@tigcap.com']","['+61285293030', '+442045782206', '+16134167911', '+34930410590']",,"['TIGcap', ' TIG Capital']",,2024-02-05,2024-02-05,[],[]
1513,Unlicensed,TIGcap (tigcap.io),['Rue du Rhône 78 1204 Genève Switzerland'],['https://tigcap.io'],['support@tigcap.com'],"['+61285293030', '+442045782206', '+16134167911', '+34930410590']",,['TIGcap'],,2024-02-05,2024-02-05,[],[]
1514,Unlicensed,Intrafund (intrafund.com),['9 Kingsway London WC2B 6XF United Kingdom'],['www.intrafund.com'],['support@intrafund.com'],['+442038073794'],https://www.fca.org.uk/news/warnings/intrafund-intrafundcom,['Intrafund'],,2024-02-05,2024-02-05,[],[]
1515,Unlicensed,Bitpalmer (bitpalmer.com),,['https://bitpalmer.com'],['support@bitpalmer.com'],['4917683934132'],,['Bitpalmer'],,2024-02-05,2024-02-05,[],[]
1516,Imposter,Tradervesta (tradervesta.com),,['https://tradervesta.com'],"['support@tradervesta.com', '']","['+61391225010', '+14184766466', '+31203698420']",,['Tradervesta'],,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'Ava Capital Markets Australia Pty Ltd', 'realCompanyACN': '143340907', 'realCompanyAFSL': '406684', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1518,Unlicensed,Immediate Vortex (immediatevortex.com),,['https://immediatevortex.com'],['support@immediatevortex.com'],,,['Immediate Vortex'],,2024-02-05,2024-02-05,[],[]
1519,Unlicensed,Beat Group Market (beatgroupmarket.com),['85 Great Portland St Marylebone Rd London W1W 7LT UK'],['https://beatgroupmarket.com'],['customerservice@beatgroupmarket.com'],"['61290686679', '442080731848']",,['Beat Group Market'],,2024-02-05,2024-02-05,[],[]
1520,Unlicensed,Cte Capital (cte-cap.com),,['https://cte-cap.com'],['supportteam@cte-cap.com'],,,['CTE Capital'],,2024-02-05,2024-02-05,[],[]
1521,Imposter,CFS-Client Investor Portal (cfs-client.com),,['http://cfs-client.com'],,,,['CFS-client Investor Portal'],,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'Colonial First State Investments Limited', 'realCompanyACN': '002348352', 'realCompanyAFSL': '232468', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'www.cfs.com.au'}]"
1522,Unlicensed,Varianstarwood (varianstarwood.com),['27 Industrial Layouts Reed Place Bristol England'],['https://www.varianstarwood.com'],,['447300993195'],,['Varianstarwood'],,2024-02-05,2024-02-05,[],[]
1523,Unlicensed,Digital Century (digital-century.co),"['Jafza 1 Tower A  BB1206 Dubai United Arab Emirates', ' Schweizergasse 11 8001 Zürich-Switzerland', 'HWT Tower Southbank Southbank VIC 3006 Melbourne', ' 207 Kent Street Barangaroo CBD NSW 2000 Sydney Australia', ' 60 Waymouth Street SA 5000']",['https://digital-century.co'],['support@digital-century.co'],"['61272584569', '61285278921', '97145620912', '442081574352']",https://www.fca.org.uk/news/warnings/digital-century-digital-centuryco,['Digital Century'],,2024-02-05,2024-02-05,[],[]
1524,Unlicensed,Elite Digit Option (elitedigitoption.com),,['www.elitedigitoption.com'],,,,['EliteDigitOption'],,2024-02-05,2024-02-16,[],[]
1525,Unlicensed,Cryptbitminer (cryptbitminer.com),['Canada Square London E14 5DY'],['https://cryptbitminer.com'],['support@cryptbitminer.com'],['447506273601'],,['CryptBitMiner'],,2024-02-05,2024-02-05,[],[]
1526,Unlicensed,Axicp.Co (axicp.co),,['https://axicp.co'],['support@axicp.live'],['61285271765'],,['AXICP.CO'],,2024-02-05,2024-02-05,[],[]
1527,Unlicensed,Safe Trades 24 Options Fx (safetrades24optionsfx.com),['10 Chiswell Street London United Kingdom EC1Y 4XY'],['https://safetrades24optionsfx.com'],['support@safetrades24optionsfx.com'],,,['Safe Trades 24 Options FX'],,2024-02-05,2024-02-05,[],[]
1528,Imposter,Impersonation of CR Capital Consulting Pty Ltd (crcclimited.com),"['Level 6 Reserve Bank Bldg 111 Macquarie St Hobart TAS 7000', ' 160 Newport Centre Drive Suite 112 Newport Beach CA 92660']",['https://www.crcclimited.com'],"['info@crcclimited.com', 'enquiries@crcclimited.com']",['1800950545'],,,,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'CR Capital Consulting Pty Ltd', 'realCompanyACN': '632142002', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '1277526', 'realCompanyWebsite': ''}, {'realCompanyName': 'BR Securities Australia Pty Ltd', 'realCompanyACN': '168734530', 'realCompanyAFSL': '456663', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1529,Unlicensed,4XAI (4xai.net and my4xai.com),['Temasek Blvd Suntec Tower 1 Singapore 038987'],"['https://4xai.net', ' www.4xai.net', ' www.my4xai.com']","['clientrelations@4xai.net', ' marketing@4xai.net', ' career@4xai.net']","['+442045874625', ' +61279123048']",Other regulator warning FCA: https://www.fca.org.uk/news/warnings/4xai-4xainet,['4xAI'],,2024-02-05,2024-09-20,[],[]
1530,Unlicensed,Quantum AI,,['https://woldeser.com/?utm_source=341526245070365&utm_medium=Facebook_Desktop_Feed&sub_id_3=6473052086355&utm_campaign=S5'],,,,['Quantum AI'],,2024-02-05,2024-02-05,[],[]
1531,Unlicensed,Dextertrades (dextertrades.com),['10 111 Mallinson Road London SW11 1BL England United Kingdom'],['https://www.dextertrades.com'],['info@dextertrades.com'],,,['Dextertrades'],,2024-02-05,2024-02-05,[],[]
1532,Unlicensed,Cryptonexapp (cryptonex-app.com),,['https://cryptonex-app.com'],,,,['CryptonexApp'],,2024-02-05,2024-02-05,[],[]
1533,Unlicensed,Up Markets (up-markets.com),,['https://up-markets.com'],,,,['Up Markets'],,2024-02-05,2024-02-05,[],[]
1534,Imposter,Impersonation of Montgomery Investment Management Pty. Ltd. (flexigroupltdtrade.com),['Level 7 179 Elizabeth Street Sydney NSW 2000'],['https://flexigroupltdtrade.com'],"['info@flexigroupltdtrade.com', 'complaints@flexigroupltd.com']",['+61247860527'],,['Flexi Group'],,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'Montgomery Investment Management Pty. Ltd.', 'realCompanyACN': '139161701', 'realCompanyAFSL': '354564', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
1535,Unlicensed,SBS Crypto (sbscrypto.eu),['52-54 Lime Street London EC3M 2RY United Kingdom'],['https://www.sbscrypto.eu'],['support@Sbscrypto.eu'],,,['SBSCrypto'],,2024-02-05,2024-02-05,[],[]
1536,Unlicensed,Dams Guard Capital (damsguardcapital.org),,['www.damsguardcapital.org'],['contactus@Damsguardcapital.org'],,,['damsguardcapital'],,2024-02-05,2024-02-05,[],[]
1537,Unlicensed,Alpha Investment Broker (alpha investment broker.com),['Victoria Terrace 21 Grattan St Carlton VIC 3053 Australia'],['https://www.btglobals-cap.com'],['support@btglobals-cap.com'],,,['Alpha Investment Broker'],,2024-02-05,2024-02-05,[],[]
1538,Unlicensed,SMT Capital (smtcap.com),['Nüschelerstrasse 45 8001 Zürich Switzerland'],"['https://www.smtcap.com', ' https://smtcap.com']",['support@smtcap.com'],"['442045782207', '\n16134167912', '\n61285293015']","Swiss Financial Market Supervisory Authority FINMA warning https://www.finma.ch/en/finma-public/warnungen/warnliste/smt-capital, Alberta Securities Commision caution https://www.asc.ca/en/Enforcement/Investment-Caution-List/s/SMT-Capital, British Columbia Securities Commission warning https://www.bcsc.bc.ca/enforcement/early-intervention/investment-caution-list/2024/smtcapcom,","['Smart Market Trading', ' \nSMT Cap', '\nSMTcap']",,2024-02-05,2024-06-20,[],[]
1539,Unlicensed,Nova Merge Cap (novamergecap.com),,['https://novamergecap.com'],['info@NovaMergeCap.com'],,,['NovaMergeCap'],,2024-02-05,2024-02-05,[],[]
1540,Imposter,Eclipse Trading Online,['2nd Floor 1 Cornet Street St Peter Port Guernsey GY1 1BZ'],['https://www.eclipsetrading.online'],['admin@eclipsetrading.online'],,,['Eclipse Trading'],,2024-02-05,2024-02-05,[],"[{'realCompanyName': 'Curve Securities Pty Ltd', 'realCompanyACN': '143558598', 'realCompanyAFSL': '405751', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'www.curve.com.au'}, {'realCompanyName': '', 'realCompanyACN': '', 'realCompanyAFSL': '', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': 'www.yieldhub.com.au'}]"
1541,Unlicensed,Ascend-Traders (ascend-traders.com),,['https://ascend-traders.com'],,,,['Ascend-Traders'],,2024-02-05,2024-02-05,[],[]
1542,Unlicensed,Bitflare (bitflare.co.uk),,['https://bitflare.co.uk'],['support@bitflare.co.uk'],,,['BitFlare'],,2024-02-05,2024-02-05,[],[]
1543,Unlicensed,Maxupfx (maxupfx.com),,['https://maxupfx.com'],['support@maxupfx.com'],,,,,2024-02-05,2024-02-22,[],[]
1544,Unlicensed,Nolan Velden Brent (nolanveldenbrent.net),"['East Paces Ferry Road Suite 1000 Atlanta GA 30305', "" 5th Avenue St Micheal's St Lambert CSMF""]",['https://nolanveldenbrent.net'],['support@nolanveldenbrent.net'],,,['Nolan Velden Brent'],,2024-02-05,2024-02-05,[],[]
1545,Imposter,Impersonation of B.Q.L. Management Pty Ltd (bql-management.com),['Comalco Place 12 Creek St Brisbane City QLD 4000'],['https://bql-management.com'],['info@email-bql.com'],['+61748025376'],,"['BQL Management', ' B.Q.L. Management']",,2024-02-09,2024-02-09,[],"[{'realCompanyName': 'B.Q.L. Management Pty Ltd', 'realCompanyACN': '081052342', 'realCompanyAFSL': '244617', 'realCompanyACL': '', 'realCompanyARorCR': '', 'realCompanyWebsite': ''}]"
